,scheme_code,scheme_name,amc_name,plan_type,risk_profile,created_at,inception_date,scheme_category,scheme_subcategory,benchmark_index_code
637,152739,Franklin India Multi Cap Fund - Direct - Growth,Franklin Templeton Mutual Fund,Direct,Very High,2026-02-09 09:28:54.360054+00:00,29-07-2024,Equity Scheme,Multi Cap Fund,NIFTY_500
638,153034,Groww Multicap Fund - Direct - Growth,Groww Mutual Fund,Direct,Very High,2026-02-09 09:28:54.873676+00:00,18-12-2024,Equity Scheme,Multi Cap Fund,UNCLASSIFIED
639,149368,HDFC Multi Cap Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:28:55.597356+00:00,10-12-2021,Equity Scheme,Multi Cap Fund,NIFTY_500
640,151290,HSBC Multi Cap Fund - Direct - Growth,HSBC Mutual Fund,Direct,Very High,2026-02-09 09:28:56.003704+00:00,03-02-2023,Equity Scheme,Multi Cap Fund,NIFTY_500
641,120599,ICICI Prudential Multicap Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:28:56.537498+00:00,02-01-2013,Equity Scheme,Multi Cap Fund,UNCLASSIFIED
642,120413,Invesco India Multicap Fund - Direct Plan - Growth Option,Invesco Mutual Fund,Direct,Very High,2026-02-09 09:28:57.052772+00:00,02-01-2013,Equity Scheme,Multi Cap Fund,UNCLASSIFIED
643,147183,ITI Multi Cap Fund - Direct Plan - Growth Option,ITI Mutual Fund,Direct,Very High,2026-02-09 09:28:57.524674+00:00,16-05-2019,Equity Scheme,Multi Cap Fund,NIFTY_500
644,149185,Kotak Multicap Fund-Direct Plan-Growth,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:28:57.949499+00:00,06-10-2021,Equity Scheme,Multi Cap Fund,UNCLASSIFIED
645,150659,LIC MF Multi Cap Fund-Direct Plan-Growth,LIC Mutual Fund,Direct,Very High,2026-02-09 09:28:58.366701+00:00,02-11-2022,Equity Scheme,Multi Cap Fund,NIFTY_500
646,141226,Mahindra Manulife Multi Cap Fund - Direct Plan -Growth,Mahindra Manulife Mutual Fund,Direct,Very High,2026-02-09 09:28:58.887995+00:00,18-05-2017,Equity Scheme,Multi Cap Fund,NIFTY_500
647,151810,Mirae Asset Multicap Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,Direct,Very High,2026-02-09 09:28:59.281629+00:00,22-08-2023,Equity Scheme,Multi Cap Fund,UNCLASSIFIED
648,152651,Motilal Oswal Multi Cap Fund-Direct Plan Growth,Motilal Oswal Mutual Fund,Direct,Very High,2026-02-09 09:28:59.686927+00:00,21-06-2024,Equity Scheme,Multi Cap Fund,NIFTY_500
649,118651,Nippon India Multi Cap Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:29:00.238534+00:00,02-01-2013,Equity Scheme,Multi Cap Fund,NIFTY_500
650,118650,Nippon India Multi Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:29:00.857084+00:00,02-01-2013,Equity Scheme,Multi Cap Fund,NIFTY_500
651,152815,PGIM India Multi Cap Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,Direct,Very High,2026-02-09 09:29:01.203253+00:00,13-09-2024,Equity Scheme,Multi Cap Fund,NIFTY_500
652,120823,quant Multi Cap Fund-GROWTH OPTION-Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:29:01.705949+00:00,07-01-2013,Equity Scheme,Multi Cap Fund,NIFTY_500
653,152847,Samco Multi Cap Fund - Direct Plan - Growth,Samco Mutual Fund,Direct,Very High,2026-02-09 09:29:02.148717+00:00,06-11-2024,Equity Scheme,Multi Cap Fund,NIFTY_500
654,149882,SBI Multicap Fund- Direct Plan- Growth option,SBI Mutual Fund,Direct,Very High,2026-02-09 09:29:02.560637+00:00,15-03-2022,Equity Scheme,Multi Cap Fund,UNCLASSIFIED
655,149668,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW),Sundaram Mutual Fund,Direct,Very High,2026-02-09 09:29:03.042648+00:00,03-01-2022,Equity Scheme,Multi Cap Fund,NIFTY_500
656,149669,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Direct Plan - Growth Option,Sundaram Mutual Fund,Direct,Very High,2026-02-09 09:29:03.427872+00:00,03-01-2022,Equity Scheme,Multi Cap Fund,NIFTY_500
657,151232,Tata Multicap Fund - Direct Plan - Growth,Tata Mutual Fund,Direct,Very High,2026-02-09 09:29:03.853666+00:00,09-02-2023,Equity Scheme,Multi Cap Fund,UNCLASSIFIED
658,153644,TRUSTMF MULTI CAP FUND -DIRECT PLAN-GROWTH,Trust Mutual Fund,Direct,Very High,2026-02-09 09:29:04.275409+00:00,25-07-2025,Equity Scheme,Multi Cap Fund,NIFTY_500
659,150858,Union Multicap Fund - Direct Plan - Growth Option,Union Mutual Fund,Direct,Very High,2026-02-09 09:29:04.630772+00:00,26-12-2022,Equity Scheme,Multi Cap Fund,UNCLASSIFIED
660,153515,UTI Multi Cap Fund - Direct Plan - Growth Option,UTI Mutual Fund,Direct,Very High,2026-02-09 09:29:05.129282+00:00,20-05-2025,Equity Scheme,Multi Cap Fund,NIFTY_500
661,152071,WhiteOak Capital Multi Cap Fund Direct Plan Growth,WhiteOak Capital Mutual Fund,Direct,Very High,2026-02-09 09:29:05.513453+00:00,25-09-2023,Equity Scheme,Multi Cap Fund,NIFTY_500
662,149318,360 ONE QUANT FUND DIRECT GROWTH,360 ONE Mutual Fund,Direct,Very High,2026-02-09 09:29:05.980636+00:00,30-11-2021,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
663,125597,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:29:06.574351+00:00,18-12-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
664,149295,Aditya Birla Sun Life Business Cycle Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:29:07.044512+00:00,08-12-2021,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
666,153124,Aditya Birla Sun Life Conglomerate Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:29:08.197179+00:00,30-12-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
667,119591,Aditya Birla Sun Life Consumption Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:29:08.717833+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
668,120539,Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:29:09.286595+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
669,148637,Aditya Birla Sun Life ESG Integration Strategy Fund-Direct Plan-Growth,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:29:09.702601+00:00,29-12-2020,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
670,119514,Aditya Birla Sun Life Infrastructure Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:29:10.182806+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
671,119517,Aditya Birla Sun Life International Equity Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:29:10.700785+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
673,133516,Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:29:11.821629+00:00,03-02-2015,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
674,119646,Aditya Birla Sun Life MNC Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:29:12.299299+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
675,147409,Aditya Birla Sun Life Pharma and Healthcare Fund-Direct-Growth,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:29:12.808455+00:00,11-07-2019,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
676,147844,Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:29:13.385602+00:00,01-01-2020,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
677,152684,Aditya Birla Sun Life Quant Fund - Direct Growth,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:29:13.732524+00:00,01-07-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
678,148539,Aditya Birla Sun Life Special Opportunities Fund-Direct-Growth,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:29:14.297901+00:00,27-10-2020,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
679,152158,Aditya Birla Sun Life Transportation and Logistics Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Direct,Very High,2026-02-09 09:29:14.735556+00:00,21-11-2023,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
680,151368,Axis Business Cycles Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Very High,2026-02-09 09:29:15.153736+00:00,27-02-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
681,152805,Axis Consumption Fund Direct Plan - Growth,Axis Mutual Fund,Direct,Very High,2026-02-09 09:29:15.495693+00:00,18-09-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
682,147928,Axis ESG Integration Strategy Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Very High,2026-02-09 09:29:15.904792+00:00,18-02-2020,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
683,152202,Axis India Manufacturing Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Very High,2026-02-09 09:29:16.380443+00:00,27-12-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
684,148634,Axis Innovation Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Very High,2026-02-09 09:29:17.099889+00:00,28-12-2020,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
685,153083,Axis Momentum Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Very High,2026-02-09 09:29:17.607218+00:00,18-12-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
686,148993,Axis Quant Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Very High,2026-02-09 09:29:18.125406+00:00,07-07-2021,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
687,153624,Axis Services Opportunities Fund - Direct Plan - Growth Option,Axis Mutual Fund,Direct,Very High,2026-02-09 09:29:18.527855+00:00,30-07-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
688,153937,Bajaj Finserv Banking and Financial Services Fund - Direct - Growth,Bajaj Finserv Mutual Fund,Direct,Very High,2026-02-09 09:29:18.859655+00:00,03-12-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
689,153075,BAJAJ FINSERV CONSUMPTION FUND - DIRECT - GROWTH,Bajaj Finserv Mutual Fund,Direct,Very High,2026-02-09 09:29:19.349876+00:00,03-12-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
690,153157,BAJAJ FINSERV HEALTHCARE FUND - DIRECT - GROWTH,Bajaj Finserv Mutual Fund,Direct,Very High,2026-02-09 09:29:19.860588+00:00,30-12-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_PHARMA
691,152878,Bandhan Business Cycle Fund - Direct Plan - Growth,Bandhan Mutual Fund,Direct,Very High,2026-02-09 09:29:20.205003+00:00,01-10-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
692,151816,BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH,Bandhan Mutual Fund,Direct,Very High,2026-02-09 09:29:20.575977+00:00,31-07-2023,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
693,153972,Bandhan Healthcare Fund - Direct Plan - Growth,Bandhan Mutual Fund,Direct,Very High,2026-02-09 09:29:20.984658+00:00,02-12-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_PHARMA
694,118469,BANDHAN Infrastructure Fund-Direct Plan-Growth,Bandhan Mutual Fund,Direct,Very High,2026-02-09 09:29:21.522499+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
695,152607,Bandhan Innovation Fund - Direct Plan - Growth,Bandhan Mutual Fund,Direct,Very High,2026-02-09 09:29:21.910041+00:00,02-05-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
696,153722,Bandhan Multi-Factor Fund - Direct Plan - Growth,Bandhan Mutual Fund,Direct,Very High,2026-02-09 09:29:22.265607+00:00,01-08-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
697,150716,BANDHAN TRANSPORTATION AND LOGISTICS FUND - GROWTH - DIRECT PLAN,Bandhan Mutual Fund,Direct,Very High,2026-02-09 09:29:22.735305+00:00,27-10-2022,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
698,154093,Bank of India Banking & Financial Services Fund - Direct Plan - Growth,Bank of India Mutual Fund,Direct,Very High,2026-02-09 09:29:23.062886+00:00,02-02-2026,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
699,152789,Bank of India Business Cycle Fund - Direct Plan - Growth,Bank of India Mutual Fund,Direct,Very High,2026-02-09 09:29:23.443213+00:00,02-09-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
700,153139,Bank of India Consumption Fund - Direct - Growth,Bank of India Mutual Fund,Direct,Very High,2026-02-09 09:29:23.863077+00:00,23-12-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
701,119364,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Growth,Bank of India Mutual Fund,Direct,Very High,2026-02-09 09:29:24.376539+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
702,119333,Baroda BNP Paribas Banking and Financial Services Fund - Direct - Growth Option,Baroda BNP Paribas Mutual Fund,Direct,Very High,2026-02-09 09:29:24.898256+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
703,153847,Baroda BNP Paribas Business Conglomerates Fund Direct Growth Option,Baroda BNP Paribas Mutual Fund,Direct,Very High,2026-02-09 09:29:25.232877+00:00,25-09-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
704,149141,Baroda BNP Paribas Business Cycle Fund - Direct Plan - Growth,Baroda BNP Paribas Mutual Fund,Direct,Very High,2026-02-09 09:29:25.699509+00:00,21-09-2021,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
705,153225,Baroda BNP Paribas Energy Opportunities Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Direct,Very High,2026-02-09 09:29:26.105798+00:00,12-02-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
706,153604,Baroda BNP Paribas Health and Wellness Fund Direct Growth,Baroda BNP Paribas Mutual Fund,Direct,Very High,2026-02-09 09:29:26.515305+00:00,01-07-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_PHARMA
707,150266,BARODA BNP PARIBAS India Consumption Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Direct,Very High,2026-02-09 09:29:26.932084+00:00,14-03-2022,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
708,152470,Baroda BNP Paribas Innovation Fund Direct plan - Growth Option,Baroda BNP Paribas Mutual Fund,Direct,Very High,2026-02-09 09:29:27.336017+00:00,07-03-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
709,152697,Baroda BNP Paribas Manufacturing Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Direct,Very High,2026-02-09 09:29:27.743897+00:00,03-07-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
710,118273,CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Direct,Very High,2026-02-09 09:29:28.381607+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
711,118267,CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Direct,Very High,2026-02-09 09:29:29.096968+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
712,152450,Canara Robeco Manufacturing Fund - Direct Plan - Growth Option,Canara Robeco Mutual Fund,Direct,Very High,2026-02-09 09:29:29.443569+00:00,15-03-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
713,152206,DSP Banking & Financial Services Fund - Direct - Growth,DSP Mutual Fund,Direct,Very High,2026-02-09 09:29:29.898029+00:00,11-12-2023,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
714,153121,DSP Business Cycle Fund - Direct - Growth,DSP Mutual Fund,Direct,Very High,2026-02-09 09:29:30.303918+00:00,18-12-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
715,145454,DSP Healthcare Fund - Direct Plan - Growth,DSP Mutual Fund,Direct,Very High,2026-02-09 09:29:30.931971+00:00,03-12-2018,Equity Scheme,Sectoral/ Thematic,NIFTY_PHARMA
716,119247,DSP India T.I.G.E.R. Fund - Direct Plan - Growth,DSP Mutual Fund,Direct,Very High,2026-02-09 09:29:31.660069+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
717,119028,DSP Natural Resources and New Energy Fund - Direct Plan - Growth,DSP Mutual Fund,Direct,Very High,2026-02-09 09:29:32.271899+00:00,04-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_ENERGY
718,147306,DSP Quant Fund - Direct Plan - Growth,DSP Mutual Fund,Direct,Very High,2026-02-09 09:29:32.771356+00:00,11-06-2019,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
719,152710,Edelweiss Business Cycle Fund - Direct Plan - Growth,Edelweiss Mutual Fund,Direct,Very High,2026-02-09 09:29:33.116570+00:00,31-07-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
720,153214,Edelweiss Consumption Fund - Direct - Growth,Edelweiss Mutual Fund,Direct,Very High,2026-02-09 09:29:33.478501+00:00,24-02-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
721,142388,Edelweiss Recently Listed IPO Fund Direct Plan Growth,Edelweiss Mutual Fund,Direct,Very High,2026-02-09 09:29:33.915621+00:00,27-02-2018,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
722,152437,Edelweiss Technology Fund - Direct Plan - Growth,Edelweiss Mutual Fund,Direct,Very High,2026-02-09 09:29:34.299498+00:00,07-03-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
723,118559,Franklin Asian Equity Fund - Direct - Growth,Franklin Templeton Mutual Fund,Direct,Very High,2026-02-09 09:29:34.764826+00:00,01-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
724,118557,Franklin Build India Fund - Direct - Growth,Franklin Templeton Mutual Fund,Direct,Very High,2026-02-09 09:29:35.361613+00:00,01-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
725,153942,Franklin India Multi-Factor Fund- Direct- Growth,Franklin Templeton Mutual Fund,Direct,Very High,2026-02-09 09:29:35.831425+00:00,28-11-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
726,118539,Franklin India Opportunities Fund - Direct - Growth,Franklin Templeton Mutual Fund,Direct,Very High,2026-02-09 09:29:36.482848+00:00,01-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
727,118537,Franklin India Technology Fund - Direct - Growth,Franklin Templeton Mutual Fund,Direct,Very High,2026-02-09 09:29:37.196140+00:00,01-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
728,152254,Groww Banking & Financial Services Fund - Direct Plan - Growth,Groww Mutual Fund,Direct,Very High,2026-02-09 09:29:37.560857+00:00,07-02-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
729,148986,HDFC Banking & Financial Services Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:29:38.002534+00:00,01-07-2021,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
730,150805,HDFC Business Cycle Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:29:38.363511+00:00,30-11-2022,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
731,151750,HDFC Defence Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:29:38.722120+00:00,02-06-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
732,141924,HDFC Housing Opportunities Fund  - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:29:39.152170+00:00,07-12-2017,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
733,118979,HDFC Infrastructure Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:29:39.655337+00:00,01-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
734,153620,HDFC INNOVATION FUND - DIRECT PLAN - GROWTH OPTION,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:29:40.096732+00:00,17-07-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
735,152600,HDFC Manufacturing fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:29:40.545349+00:00,16-05-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
736,151458,HDFC MNC Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:29:40.956791+00:00,09-03-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
737,151804,HDFC Non-Cyclical Consumer Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:29:41.364801+00:00,12-07-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
738,152082,HDFC Pharma and Healthcare Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:29:41.771011+00:00,04-10-2023,Equity Scheme,Sectoral/ Thematic,NIFTY_PHARMA
739,152059,HDFC Technology Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:29:42.389429+00:00,08-09-2023,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
740,151901,HDFC Transportation and Logistics Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Very High,2026-02-09 09:29:42.799055+00:00,17-08-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
741,152679,Helios Financial Services Fund - Direct Plan - Growth Option,Helios Mutual Fund,Direct,Very High,2026-02-09 09:29:43.412375+00:00,25-06-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
742,151142,HSBC Business Cycles Fund - Direct Growth,HSBC Mutual Fund,Direct,Very High,2026-02-09 09:29:43.926425+00:00,28-11-2022,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
743,152032,HSBC Consumption Fund - Direct Growth,HSBC Mutual Fund,Direct,Very High,2026-02-09 09:29:44.439988+00:00,04-09-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
744,153266,HSBC Financial Services Fund - Direct Growth,HSBC Mutual Fund,Direct,Very High,2026-02-09 09:29:45.049431+00:00,04-03-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
745,152829,HSBC India Export Opportunities Fund - Direct Growth,HSBC Mutual Fund,Direct,Very High,2026-02-09 09:29:45.667118+00:00,30-09-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
746,151040,HSBC Infrastructure Fund - Direct Growth,HSBC Mutual Fund,Direct,Very High,2026-02-09 09:29:46.051255+00:00,28-11-2022,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
747,153684,ICICI Prudential Active Momentum Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:46.487460+00:00,28-07-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
748,120244,ICICI Prudential Banking and Financial Services Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:46.899011+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
749,146951,ICICI Prudential Bharat Consumption Fund - Direct Plan - Growth Option,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:47.418151+00:00,15-04-2019,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
750,148651,ICICI Prudential Business Cycle Fund Direct Plan Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:47.800148+00:00,19-01-2021,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
751,147662,ICICI Prudential Commodities Fund - Direct Plan - Growth Option,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:48.173935+00:00,16-10-2019,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
752,153867,ICICI Prudential Conglomerate Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:48.580747+00:00,27-10-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
753,152728,ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:48.942034+00:00,23-07-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
754,153070,ICICI Prudential Equity Minimum Variance Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:49.301161+00:00,09-12-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
755,148516,ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:49.696496+00:00,12-10-2020,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
756,120688,ICICI Prudential Exports & Services Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:50.165700+00:00,08-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
757,120587,ICICI Prudential FMCG Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:50.811666+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
758,150310,ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Direct Plan Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:51.422219+00:00,19-04-2022,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
759,120621,ICICI Prudential Infrastructure Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:52.125953+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
