,scheme_code,scheme_name,amc_name,plan_type,risk_profile,created_at,inception_date,scheme_category,scheme_subcategory,benchmark_index_code
760,151580,ICICI Prudential Innovation Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:52.479677+00:00,02-05-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
761,147346,ICICI Prudential MNC Fund - Direct Plan - Growth Option,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:52.855642+00:00,18-06-2019,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
762,150539,ICICI Prudential PSU Equity Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:53.255213+00:00,13-09-2022,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
763,153458,ICICI Prudential Quality Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:53.625938+00:00,26-05-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
764,148600,ICICI Prudential Quant Fund Direct Plan Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:54.014735+00:00,14-12-2020,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
765,153184,ICICI Prudential Rural Opportunities Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:54.575955+00:00,29-01-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
766,120594,ICICI Prudential Technology Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:55.110680+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
767,150685,ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:55.480732+00:00,31-10-2022,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
768,120186,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,Direct,Very High,2026-02-09 09:29:56.270169+00:00,03-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
769,153291,Invesco India Business Cycle Fund - Direct Plan - Growth,Invesco Mutual Fund,Direct,Very High,2026-02-09 09:29:56.604363+00:00,03-03-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
770,153900,Invesco India Consumption Fund - Direct Plan - Growth,Invesco Mutual Fund,Direct,Very High,2026-02-09 09:29:56.960597+00:00,29-10-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
771,148751,Invesco India ESG Integration Strategy Fund - Direct Plan - Growth,Invesco Mutual Fund,Direct,Very High,2026-02-09 09:29:57.551934+00:00,22-03-2021,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
772,120385,Invesco India Financial Services Fund - Direct Plan - Growth,Invesco Mutual Fund,Direct,Very High,2026-02-09 09:29:57.978705+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
773,120405,Invesco India Infrastructure Fund - Direct Plan - Growth Option,Invesco Mutual Fund,Direct,Very High,2026-02-09 09:29:58.488329+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
774,152756,Invesco India Manufacturing Fund - Direct Plan - Growth,Invesco Mutual Fund,Direct,Very High,2026-02-09 09:29:58.894426+00:00,19-08-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
775,120395,Invesco India PSU Equity Fund - Direct Plan - Growth,Invesco Mutual Fund,Direct,Very High,2026-02-09 09:29:59.409395+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
776,152863,Invesco India Technology Fund - Direct Plan - Growth,Invesco Mutual Fund,Direct,Very High,2026-02-09 09:29:59.750376+00:00,25-09-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
777,149321,ITI Banking and Financial Services Fund - Direct Plan - Growth Option,ITI Mutual Fund,Direct,Very High,2026-02-09 09:30:00.211045+00:00,08-12-2021,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
778,153260,ITI Bharat Consumption Fund - Direct Plan - Growth,ITI Mutual Fund,Direct,Very High,2026-02-09 09:30:00.821105+00:00,05-03-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
779,149268,ITI Pharma and Healthcare Fund - Direct Plan - Growth Option,ITI Mutual Fund,Direct,Very High,2026-02-09 09:30:01.235717+00:00,11-11-2021,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
780,153753,Kotak Active Momentum Fund - Direct Plan - Growth option,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:30:02.867142+00:00,28-08-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
781,151384,Kotak Banking & Financial Services Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:30:03.587182+00:00,06-03-2023,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
782,150624,Kotak Business Cycle - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:30:03.997320+00:00,06-10-2022,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
783,152169,Kotak Consumption Fund - Direct plan - Growth Option,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:30:05.019996+00:00,22-11-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
784,153447,Kotak Energy Opportunities Fund-Direct-Growth,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:30:05.428163+00:00,02-05-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
785,148606,Kotak ESG Exclusionary Strategy Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:30:06.241494+00:00,18-12-2020,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
786,152214,Kotak Healthcare Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:30:06.945546+00:00,18-12-2023,Equity Scheme,Sectoral/ Thematic,NIFTY_PHARMA
787,133801,Kotak Infrastructure & Economic Reform Fund- Direct Plan- Growth Option,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:30:07.437467+00:00,02-02-2015,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
788,149841,Kotak Manufacture in India Fund - Direct Plan Growth,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:30:07.888688+00:00,02-03-2022,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
789,152910,Kotak MNC Fund-Direct Plan-Growth,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:30:08.602971+00:00,31-10-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
790,147727,Kotak Pioneer Fund- Direct Plan- Growth Option,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:30:09.020020+00:00,06-11-2019,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
791,151881,Kotak Quant Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:30:09.424052+00:00,08-08-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
792,153970,Kotak Rural Opportunities Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:30:09.830254+00:00,04-12-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
793,152702,Kotak Special Opportunities Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:30:10.268660+00:00,05-07-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
794,152462,Kotak Technology Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:30:10.754047+00:00,07-03-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
795,153118,Kotak Transportation & Logistics Fund-Direct Growth,Kotak Mahindra Mutual Fund,Direct,Very High,2026-02-09 09:30:11.369501+00:00,23-12-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
796,134017,LIC MF Banking and Financial Services Fund-Direct Plan-Growth,LIC Mutual Fund,Direct,Very High,2026-02-09 09:30:12.001090+00:00,30-03-2015,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
797,153948,LIC MF Consumption Fund-Direct Plan-Growth,LIC Mutual Fund,Direct,Very High,2026-02-09 09:30:12.595369+00:00,25-11-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
798,152024,LIC MF Healthcare Fund-Direct Plan-Growth,LIC Mutual Fund,Direct,Very High,2026-02-09 09:30:13.008563+00:00,31-07-2023,Equity Scheme,Sectoral/ Thematic,NIFTY_PHARMA
799,120351,LIC MF Infrastructure Fund-Direct Plan-Growth,LIC Mutual Fund,Direct,Very High,2026-02-09 09:30:13.545769+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
800,152920,LIC MF Manufacturing Fund-Direct Plan-Growth,LIC Mutual Fund,Direct,Very High,2026-02-09 09:30:14.338243+00:00,16-10-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
801,152045,Mahindra Manulife Business Cycle Fund - Direct Plan - Growth,Mahindra Manulife Mutual Fund,Direct,Very High,2026-02-09 09:30:15.060063+00:00,13-09-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
802,145356,Mahindra Manulife Consumption Fund - Direct Plan -Growth,Mahindra Manulife Mutual Fund,Direct,Very High,2026-02-09 09:30:15.678284+00:00,16-11-2018,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
803,154121,Mahindra Manulife Innovation Opportunities Fund - Direct - Growth,Mahindra Manulife Mutual Fund,Direct,Very High,2026-02-09 09:30:16.179058+00:00,02-02-2026,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
804,152672,Mahindra Manulife Manufacturing Fund - Direct Plan - Growth,Mahindra Manulife Mutual Fund,Direct,Very High,2026-02-09 09:30:16.526788+00:00,26-06-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
805,153674,Mahindra Manulife Banking & Financial Services Fund - Direct - Growth,Mahindra Manulife Mutual Fund,Direct,Very High,2026-02-09 09:30:16.896277+00:00,21-07-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
806,148623,Mirae Asset Banking and Financial Services Fund Direct Growth,Mirae Asset Mutual Fund,Direct,Very High,2026-02-09 09:30:17.313780+00:00,14-12-2020,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
807,118837,Mirae Asset Great Consumer Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,Direct,Very High,2026-02-09 09:30:17.841402+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
808,143783,Mirae Asset Healthcare Fund Direct Growth,Mirae Asset Mutual Fund,Direct,Very High,2026-02-09 09:30:18.447025+00:00,03-07-2018,Equity Scheme,Sectoral/ Thematic,NIFTY_PHARMA
809,153983,Mirae Asset Infrastructure Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,Direct,Very High,2026-02-09 09:30:18.841616+00:00,08-12-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
810,153364,Motilal Oswal Active Momentum Fund- Direct-Growth,Motilal Oswal Mutual Fund,Direct,Very High,2026-02-09 09:30:19.251645+00:00,21-03-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
811,152796,Motilal Oswal Business Cycle Fund - Direct Plan- Growth,Motilal Oswal Mutual Fund,Direct,Very High,2026-02-09 09:30:19.588586+00:00,02-09-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
812,153913,Motilal Oswal Consumption Fund-Direct-Growth,Motilal Oswal Mutual Fund,Direct,Very High,2026-02-09 09:30:19.967777+00:00,29-10-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
813,152964,Motilal Oswal Digital India Fund - Direct Plan - Growth,Motilal Oswal Mutual Fund,Direct,Very High,2026-02-09 09:30:20.378798+00:00,08-11-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
814,153484,Motilal Oswal Infrastructure Fund-Direct-Growth,Motilal Oswal Mutual Fund,Direct,Very High,2026-02-09 09:30:20.787770+00:00,19-05-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
815,153258,Motilal Oswal Innovation Opportunities Fund - Direct Plan- Growth,Motilal Oswal Mutual Fund,Direct,Very High,2026-02-09 09:30:21.197437+00:00,24-02-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
816,152760,Motilal Oswal Manufacturing Fund - Direct Plan- Growth,Motilal Oswal Mutual Fund,Direct,Very High,2026-02-09 09:30:21.608536+00:00,14-08-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
817,152694,Motilal Oswal Quant Fund - Direct - Growth,Motilal Oswal Mutual Fund,Direct,Very High,2026-02-09 09:30:22.630167+00:00,10-06-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
818,153558,Motilal Oswal Services Fund - Direct Plan - Growth,Motilal Oswal Mutual Fund,Direct,Very High,2026-02-09 09:30:23.142913+00:00,16-06-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
819,153749,Motilal Oswal Special Opportunities Fund - Direct - Growth,Motilal Oswal Mutual Fund,Direct,Very High,2026-02-09 09:30:23.756817+00:00,21-08-2025,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
820,153274,Nippon India Active Momentum Fund-Direct Plan - Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:24.093354+00:00,03-03-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
821,118588,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:24.523651+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
822,118589,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:25.009581+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
823,118722,Nippon India Consumption Fund - Direct Plan Growth Plan - Bonus,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:25.524664+00:00,03-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
824,118724,Nippon India Consumption Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:26.848661+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
825,152033,Nippon India Innovation Fund-Direct Plan-Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:27.194741+00:00,01-09-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
826,130861,Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Bonus Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:28.086757+00:00,27-08-2014,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
827,130860,Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:28.649681+00:00,27-08-2014,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
828,153693,Nippon India MNC Fund- Direct Plan- Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:28.983154+00:00,25-07-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
829,118758,Nippon India Pharma Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:30.119312+00:00,03-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_PHARMA
830,118759,Nippon India Pharma Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:31.475797+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_PHARMA
831,118762,Nippon India Power & Infra Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:32.188016+00:00,03-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
832,118763,Nippon India Power & Infra Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:32.878326+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
833,118770,Nippon India Quant Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:33.601911+00:00,08-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
834,118769,Nippon India Quant Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:34.329436+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
835,149329,Nippon India Taiwan Equity Fund- Direct Plan- Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:34.720254+00:00,14-12-2021,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
836,134923,Nippon India US Equity Opportunities Fund- Direct Plan- Growth Plan- Growth Option,Nippon India Mutual Fund,Direct,Very High,2026-02-09 09:30:35.151609+00:00,28-07-2015,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
837,153039,PGIM India Healthcare Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,Direct,Very High,2026-02-09 09:30:36.145514+00:00,11-12-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_PHARMA
838,151791,quant BFSI Fund - Growth Option - Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:30:36.664966+00:00,21-06-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
839,151757,quant Business Cycle Fund - Growth Option - Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:30:37.027993+00:00,31-05-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
840,152255,quant Commodities Fund - Growth Option - Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:30:37.510687+00:00,28-12-2023,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
841,152336,quant Consumption Fund - Growth Option - Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:30:37.855403+00:00,25-01-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
842,148564,quant ESG Integration Strategy Fund - Growth Option - Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:30:38.817929+00:00,06-11-2020,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
843,151853,quant Healthcare Fund - Growth Option - Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:30:39.328576+00:00,18-07-2023,Equity Scheme,Sectoral/ Thematic,NIFTY_PHARMA
844,120833,quant Infrastructure Fund - Growth Option-Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:30:39.980394+00:00,07-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
845,151916,quant Manufacturing Fund - Growth Option - Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:30:40.352750+00:00,16-08-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
846,152189,quant Momentum Fund - Growth Option - Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:30:40.762375+00:00,21-11-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
847,152415,quant PSU Fund - Growth Option - Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:30:41.178028+00:00,21-02-2024,Equity Scheme,Sectoral/ Thematic,CRISIL_BANKING_PSU_DEBT_INDEX
848,148925,quant Quantamental Fund - Growth Option - Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:30:41.693043+00:00,03-05-2021,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
849,152067,quant Teck Fund - Growth Option - Direct Plan,quant Mutual Fund,Direct,Very High,2026-02-09 09:30:42.397946+00:00,12-09-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
850,147372,QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN - GROWTH OPTION,Quantum Mutual Fund,Direct,Very High,2026-02-09 09:30:42.815902+00:00,12-07-2019,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
851,153094,Quantum Ethical Fund - Direct Plan Growth Option,Quantum Mutual Fund,Direct,Very High,2026-02-09 09:30:43.163859+00:00,20-12-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
852,151753,Samco Active Momentum Fund - Direct Plan - Growth Option,Samco Mutual Fund,Direct,Very High,2026-02-09 09:30:43.731532+00:00,12-07-2023,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
853,152586,Samco Special Opportunities Fund - Direct Plan - Growth,Samco Mutual Fund,Direct,Very High,2026-02-09 09:30:44.137856+00:00,13-06-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
854,152657,SBI Automotive Opportunities Fund - Direct Plan - Growth,SBI Mutual Fund,Direct,Very High,2026-02-09 09:30:44.752574+00:00,12-06-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
855,133859,SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Direct,Very High,2026-02-09 09:30:45.292272+00:00,05-03-2015,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
856,119705,SBI COMMA Fund - DIRECT PLAN - Growth,SBI Mutual Fund,Direct,Very High,2026-02-09 09:30:45.801217+00:00,07-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
857,120575,SBI CONSUMPTION OPPORTUNITIES FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Direct,Very High,2026-02-09 09:30:46.330447+00:00,08-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
858,152417,SBI Energy Opportunities Fund - Direct Plan - Growth,SBI Mutual Fund,Direct,Very High,2026-02-09 09:30:46.801449+00:00,01-03-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
859,146643,SBI Equity Minimum Variance Fund - Direct Plan - Growth,SBI Mutual Fund,Direct,Very High,2026-02-09 09:30:47.526505+00:00,27-03-2019,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
860,119709,SBI ESG Exclusionary Strategy Fund - Direct Plan -Growth,SBI Mutual Fund,Direct,Very High,2026-02-09 09:30:48.251093+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
861,119783,SBI HEALTHCARE OPPORTUNITIES FUND - DIRECT PLAN -GROWTH,SBI Mutual Fund,Direct,Very High,2026-02-09 09:30:48.869665+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
862,119700,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,SBI Mutual Fund,Direct,Very High,2026-02-09 09:30:49.389024+00:00,03-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
863,152776,SBI Innovative Opportunities Fund - Direct Plan - Growth,SBI Mutual Fund,Direct,Very High,2026-02-09 09:30:49.737894+00:00,27-08-2024,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
864,119711,SBI MNC FUND - DIRECT PLAN -GROWTH,SBI Mutual Fund,Direct,Very High,2026-02-09 09:30:50.202997+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
865,119732,SBI PSU Fund - DIRECT PLAN - GROWTH,SBI Mutual Fund,Direct,Very High,2026-02-09 09:30:50.701490+00:00,03-01-2013,Equity Scheme,Sectoral/ Thematic,CRISIL_BANKING_PSU_DEBT_INDEX
866,153154,SBI Quant Fund- Direct Plan- Growth,SBI Mutual Fund,Direct,Very High,2026-02-09 09:30:51.064289+00:00,31-12-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
867,120578,SBI TECHNOLOGY OPPORTUNITIES FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Direct,Very High,2026-02-09 09:30:51.555604+00:00,10-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
868,153076,Shriram Multi Sector Rotation Fund - Direct Plan Growth Option,Shriram Mutual Fund,Direct,Very High,2026-02-09 09:30:52.015487+00:00,13-12-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
869,152677,Sundaram Business Cycle Fund Direct Plan Growth,Sundaram Mutual Fund,Direct,Very High,2026-02-09 09:30:52.351617+00:00,26-06-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
870,119595,Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Direct Plan - Growth),Sundaram Mutual Fund,Direct,Very High,2026-02-09 09:30:52.829499+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
871,119597,Sundaram Financial Services Opportunities Fund Direct Plan - Growth,Sundaram Mutual Fund,Direct,Very High,2026-02-09 09:30:53.278039+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
872,129212,Sundaram Infrastructure Advantage Fund Direct Plan - Growth,Sundaram Mutual Fund,Direct,Very High,2026-02-09 09:30:53.787486+00:00,07-04-2014,Equity Scheme,Sectoral/ Thematic,NIFTY_INFRA
873,153669,Sundaram Multi-Factor Fund - Direct - Growth,Sundaram Mutual Fund,Direct,Very High,2026-02-09 09:30:54.124518+00:00,23-07-2025,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
874,144835,Sundaram Services Fund Direct Plan - Growth,Sundaram Mutual Fund,Direct,Very High,2026-02-09 09:30:54.930066+00:00,25-09-2018,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
875,135793,Tata Banking And Financial Services Fund-Direct Plan-Growth,Tata Mutual Fund,Direct,Very High,2026-02-09 09:30:55.352288+00:00,29-12-2015,Equity Scheme,Sectoral/ Thematic,NIFTY_FINANCIAL_SERVICES
876,149071,Tata Business Cycle Fund-Direct Plan-Growth,Tata Mutual Fund,Direct,Very High,2026-02-09 09:30:55.719305+00:00,11-08-2021,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
877,135800,Tata Digital India Fund-Direct Plan-Growth,Tata Mutual Fund,Direct,Very High,2026-02-09 09:30:56.161341+00:00,29-12-2015,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
878,119172,Tata Ethical Fund -Direct Plan- Growth Option,Tata Mutual Fund,Direct,Very High,2026-02-09 09:30:56.610167+00:00,02-01-2013,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
879,150532,Tata Housing Opportunities Fund - Direct Plan - Growth,Tata Mutual Fund,Direct,Very High,2026-02-09 09:30:57.327993+00:00,09-09-2022,Equity Scheme,Sectoral/ Thematic,NIFTY_IT
880,135805,Tata India Consumer Fund-Direct Plan-Growth,Tata Mutual Fund,Direct,Very High,2026-02-09 09:30:57.853541+00:00,29-12-2015,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
881,153055,Tata India Innovation Fund- Direct Growth,Tata Mutual Fund,Direct,Very High,2026-02-09 09:30:58.232240+00:00,05-12-2024,Equity Scheme,Sectoral/ Thematic,UNCLASSIFIED
882,135810,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,Tata Mutual Fund,Direct,Very High,2026-02-09 09:30:58.712866+00:00,29-12-2015,Equity Scheme,Sectoral/ Thematic,NIFTY_PHARMA
